id_l,id_t,a,pi_l,pi_t
6,6,3,0.08199999999999999,0.08199999999999999
6,6,4,0.11800000000000001,0.11800000000000001
6,6,5,0.154,0.154
6,6,6,0.19,0.19
6,6,7,0.154,0.154
6,6,8,0.11800000000000001,0.11800000000000001
6,6,9,0.08199999999999999,0.08199999999999999
6,6,10,0.046,0.046
6,7,1,0.01,0.01
6,7,2,0.046,0.03727272727272727
6,7,3,0.08199999999999999,0.06454545454545454
6,7,4,0.11800000000000001,0.09181818181818181
6,7,5,0.154,0.11909090909090908
6,7,6,0.19,0.14636363636363636
6,7,7,0.154,0.17363636363636364
6,7,8,0.11800000000000001,0.14636363636363636
6,7,9,0.08199999999999999,0.1190909090909091
6,7,10,0.046,0.09181818181818181
6,8,1,0.01,0.01
6,8,2,0.046,0.03307692307692307
6,8,3,0.08199999999999999,0.05615384615384615
6,8,4,0.11800000000000001,0.07923076923076923
6,8,5,0.154,0.1023076923076923
6,8,6,0.19,0.12538461538461537
6,8,7,0.154,0.14846153846153845
6,8,8,0.11800000000000001,0.17153846153846153
6,8,9,0.08199999999999999,0.14846153846153848
6,8,10,0.046,0.12538461538461537
6,9,1,0.01,0.01
6,9,2,0.046,0.030930232558139537
6,9,3,0.08199999999999999,0.05186046511627907
6,9,4,0.11800000000000001,0.0727906976744186
6,9,5,0.154,0.09372093023255815
6,9,6,0.19,0.11465116279069769
6,9,7,0.154,0.13558139534883723
6,9,8,0.11800000000000001,0.15651162790697676
6,9,9,0.08199999999999999,0.17744186046511629
6,9,10,0.046,0.15651162790697676
6,10,1,0.01,0.01
6,10,2,0.046,0.03
6,10,3,0.08199999999999999,0.05
6,10,4,0.11800000000000001,0.07
6,10,5,0.154,0.09
6,10,6,0.19,0.11
6,10,7,0.154,0.13
6,10,8,0.11800000000000001,0.15
6,10,9,0.08199999999999999,0.17
6,10,10,0.046,0.19
7,0,1,0.01,0.1
7,0,2,0.03727272727272727,0.1
7,0,3,0.06454545454545454,0.1
7,0,4,0.09181818181818181,0.1
7,0,5,0.11909090909090908,0.1
7,0,6,0.14636363636363636,0.1
7,0,7,0.17363636363636364,0.1
7,0,8,0.14636363636363636,0.1
7,0,9,0.1190909090909091,0.1
7,0,10,0.09181818181818181,0.1
7,1,1,0.01,0.19
7,1,2,0.03727272727272727,0.17
7,1,3,0.06454545454545454,0.15
7,1,4,0.09181818181818181,0.13
7,1,5,0.11909090909090908,0.11
7,1,6,0.14636363636363636,0.09
7,1,7,0.17363636363636364,0.07
7,1,8,0.14636363636363636,0.05
7,1,9,0.1190909090909091,0.03
7,1,10,0.09181818181818181,0.01
7,2,1,0.01,0.15651162790697676
7,2,2,0.03727272727272727,0.17744186046511629
7,2,3,0.06454545454545454,0.15651162790697676
7,2,4,0.09181818181818181,0.13558139534883723
7,2,5,0.11909090909090908,0.11465116279069769
7,2,6,0.14636363636363636,0.09372093023255815
7,2,7,0.17363636363636364,0.0727906976744186
7,2,8,0.14636363636363636,0.05186046511627907
7,2,9,0.1190909090909091,0.030930232558139537
7,2,10,0.09181818181818181,0.01
7,3,1,0.01,0.12538461538461537
7,3,2,0.03727272727272727,0.14846153846153848
7,3,3,0.06454545454545454,0.17153846153846153
7,3,4,0.09181818181818181,0.14846153846153845
7,3,5,0.11909090909090908,0.12538461538461537
7,3,6,0.14636363636363636,0.1023076923076923
7,3,7,0.17363636363636364,0.07923076923076923
7,3,8,0.14636363636363636,0.05615384615384615
7,3,9,0.1190909090909091,0.03307692307692307
7,3,10,0.09181818181818181,0.01
7,4,1,0.01,0.09181818181818181
7,4,2,0.03727272727272727,0.1190909090909091
7,4,3,0.06454545454545454,0.14636363636363636
7,4,4,0.09181818181818181,0.17363636363636364
7,4,5,0.11909090909090908,0.14636363636363636
7,4,6,0.14636363636363636,0.11909090909090908
7,4,7,0.17363636363636364,0.09181818181818181
7,4,8,0.14636363636363636,0.06454545454545454
7,4,9,0.1190909090909091,0.03727272727272727
7,4,10,0.09181818181818181,0.01
7,5,1,0.01,0.046
7,5,2,0.03727272727272727,0.08199999999999999
7,5,3,0.06454545454545454,0.11800000000000001
7,5,4,0.09181818181818181,0.154
7,5,5,0.11909090909090908,0.19
7,5,6,0.14636363636363636,0.154
7,5,7,0.17363636363636364,0.11800000000000001
7,5,8,0.14636363636363636,0.08199999999999999
7,5,9,0.1190909090909091,0.046
7,5,10,0.09181818181818181,0.01
7,6,1,0.01,0.01
7,6,2,0.03727272727272727,0.046
7,6,3,0.06454545454545454,0.08199999999999999
7,6,4,0.09181818181818181,0.11800000000000001
7,6,5,0.11909090909090908,0.154
7,6,6,0.14636363636363636,0.19
7,6,7,0.17363636363636364,0.154
7,6,8,0.14636363636363636,0.11800000000000001
7,6,9,0.1190909090909091,0.08199999999999999
7,6,10,0.09181818181818181,0.046
7,7,1,0.01,0.01
7,7,2,0.03727272727272727,0.03727272727272727
7,7,3,0.06454545454545454,0.06454545454545454
7,7,4,0.09181818181818181,0.09181818181818181
7,7,5,0.11909090909090908,0.11909090909090908
7,7,6,0.14636363636363636,0.14636363636363636
7,7,7,0.17363636363636364,0.17363636363636364
7,7,8,0.14636363636363636,0.14636363636363636
7,7,9,0.1190909090909091,0.1190909090909091
7,7,10,0.09181818181818181,0.09181818181818181
7,8,1,0.01,0.01
7,8,2,0.03727272727272727,0.03307692307692307
7,8,3,0.06454545454545454,0.05615384615384615
7,8,4,0.09181818181818181,0.07923076923076923
7,8,5,0.11909090909090908,0.1023076923076923
7,8,6,0.14636363636363636,0.12538461538461537
7,8,7,0.17363636363636364,0.14846153846153845
7,8,8,0.14636363636363636,0.17153846153846153
7,8,9,0.1190909090909091,0.14846153846153848
7,8,10,0.09181818181818181,0.12538461538461537
7,9,1,0.01,0.01
7,9,2,0.03727272727272727,0.030930232558139537
7,9,3,0.06454545454545454,0.05186046511627907
7,9,4,0.09181818181818181,0.0727906976744186
7,9,5,0.11909090909090908,0.09372093023255815
7,9,6,0.14636363636363636,0.11465116279069769
7,9,7,0.17363636363636364,0.13558139534883723
7,9,8,0.14636363636363636,0.15651162790697676
7,9,9,0.1190909090909091,0.17744186046511629
7,9,10,0.09181818181818181,0.15651162790697676
7,10,1,0.01,0.01
7,10,2,0.03727272727272727,0.03
7,10,3,0.06454545454545454,0.05
7,10,4,0.09181818181818181,0.07
7,10,5,0.11909090909090908,0.09
7,10,6,0.14636363636363636,0.11
7,10,7,0.17363636363636364,0.13
7,10,8,0.14636363636363636,0.15
7,10,9,0.1190909090909091,0.17
7,10,10,0.09181818181818181,0.19
8,0,1,0.01,0.1
8,0,2,0.03307692307692307,0.1
8,0,3,0.05615384615384615,0.1
8,0,4,0.07923076923076923,0.1
8,0,5,0.1023076923076923,0.1
8,0,6,0.12538461538461537,0.1
8,0,7,0.14846153846153845,0.1
8,0,8,0.17153846153846153,0.1
8,0,9,0.14846153846153848,0.1
8,0,10,0.12538461538461537,0.1
8,1,1,0.01,0.19
8,1,2,0.03307692307692307,0.17
8,1,3,0.05615384615384615,0.15
8,1,4,0.07923076923076923,0.13
8,1,5,0.1023076923076923,0.11
8,1,6,0.12538461538461537,0.09
8,1,7,0.14846153846153845,0.07
8,1,8,0.17153846153846153,0.05
8,1,9,0.14846153846153848,0.03
8,1,10,0.12538461538461537,0.01
8,2,1,0.01,0.15651162790697676
8,2,2,0.03307692307692307,0.17744186046511629
8,2,3,0.05615384615384615,0.15651162790697676
8,2,4,0.07923076923076923,0.13558139534883723
8,2,5,0.1023076923076923,0.11465116279069769
8,2,6,0.12538461538461537,0.09372093023255815
8,2,7,0.14846153846153845,0.0727906976744186
8,2,8,0.17153846153846153,0.05186046511627907
8,2,9,0.14846153846153848,0.030930232558139537
8,2,10,0.12538461538461537,0.01
8,3,1,0.01,0.12538461538461537
8,3,2,0.03307692307692307,0.14846153846153848
8,3,3,0.05615384615384615,0.17153846153846153
8,3,4,0.07923076923076923,0.14846153846153845
8,3,5,0.1023076923076923,0.12538461538461537
8,3,6,0.12538461538461537,0.1023076923076923
8,3,7,0.14846153846153845,0.07923076923076923
8,3,8,0.17153846153846153,0.05615384615384615
8,3,9,0.14846153846153848,0.03307692307692307
8,3,10,0.12538461538461537,0.01
8,4,1,0.01,0.09181818181818181
8,4,2,0.03307692307692307,0.1190909090909091
8,4,3,0.05615384615384615,0.14636363636363636
8,4,4,0.07923076923076923,0.17363636363636364
8,4,5,0.1023076923076923,0.14636363636363636
8,4,6,0.12538461538461537,0.11909090909090908
8,4,7,0.14846153846153845,0.09181818181818181
8,4,8,0.17153846153846153,0.06454545454545454
8,4,9,0.14846153846153848,0.03727272727272727
8,4,10,0.12538461538461537,0.01
8,5,1,0.01,0.046
8,5,2,0.03307692307692307,0.08199999999999999
8,5,3,0.05615384615384615,0.11800000000000001
8,5,4,0.07923076923076923,0.154
8,5,5,0.1023076923076923,0.19
8,5,6,0.12538461538461537,0.154
8,5,7,0.14846153846153845,0.11800000000000001
8,5,8,0.17153846153846153,0.08199999999999999
8,5,9,0.14846153846153848,0.046
8,5,10,0.12538461538461537,0.01
8,6,1,0.01,0.01
8,6,2,0.03307692307692307,0.046
8,6,3,0.05615384615384615,0.08199999999999999
8,6,4,0.07923076923076923,0.11800000000000001
8,6,5,0.1023076923076923,0.154
8,6,6,0.12538461538461537,0.19
8,6,7,0.14846153846153845,0.154
8,6,8,0.17153846153846153,0.11800000000000001
8,6,9,0.14846153846153848,0.08199999999999999
8,6,10,0.12538461538461537,0.046
8,7,1,0.01,0.01
8,7,2,0.03307692307692307,0.03727272727272727
8,7,3,0.05615384615384615,0.06454545454545454
8,7,4,0.07923076923076923,0.09181818181818181
8,7,5,0.1023076923076923,0.11909090909090908
8,7,6,0.12538461538461537,0.14636363636363636
8,7,7,0.14846153846153845,0.17363636363636364
8,7,8,0.17153846153846153,0.14636363636363636
8,7,9,0.14846153846153848,0.1190909090909091
8,7,10,0.12538461538461537,0.09181818181818181
8,8,1,0.01,0.01
8,8,2,0.03307692307692307,0.03307692307692307
8,8,3,0.05615384615384615,0.05615384615384615
8,8,4,0.07923076923076923,0.07923076923076923
8,8,5,0.1023076923076923,0.1023076923076923
8,8,6,0.12538461538461537,0.12538461538461537
8,8,7,0.14846153846153845,0.14846153846153845
8,8,8,0.17153846153846153,0.17153846153846153
8,8,9,0.14846153846153848,0.14846153846153848
8,8,10,0.12538461538461537,0.12538461538461537
8,9,1,0.01,0.01
8,9,2,0.03307692307692307,0.030930232558139537
8,9,3,0.05615384615384615,0.05186046511627907
8,9,4,0.07923076923076923,0.0727906976744186
8,9,5,0.1023076923076923,0.09372093023255815
8,9,6,0.12538461538461537,0.11465116279069769
8,9,7,0.14846153846153845,0.13558139534883723
8,9,8,0.17153846153846153,0.15651162790697676
8,9,9,0.14846153846153848,0.17744186046511629
8,9,10,0.12538461538461537,0.15651162790697676
8,10,1,0.01,0.01
8,10,2,0.03307692307692307,0.03
8,10,3,0.05615384615384615,0.05
8,10,4,0.07923076923076923,0.07
8,10,5,0.1023076923076923,0.09
8,10,6,0.12538461538461537,0.11
8,10,7,0.14846153846153845,0.13
8,10,8,0.17153846153846153,0.15
8,10,9,0.14846153846153848,0.17
8,10,10,0.12538461538461537,0.19
9,0,1,0.01,0.1
9,0,2,0.030930232558139537,0.1
9,0,3,0.05186046511627907,0.1
9,0,4,0.0727906976744186,0.1
9,0,5,0.09372093023255815,0.1
9,0,6,0.11465116279069769,0.1
9,0,7,0.13558139534883723,0.1
9,0,8,0.15651162790697676,0.1
9,0,9,0.17744186046511629,0.1
9,0,10,0.15651162790697676,0.1
9,1,1,0.01,0.19
9,1,2,0.030930232558139537,0.17
9,1,3,0.05186046511627907,0.15
9,1,4,0.0727906976744186,0.13
9,1,5,0.09372093023255815,0.11
9,1,6,0.11465116279069769,0.09
9,1,7,0.13558139534883723,0.07
9,1,8,0.15651162790697676,0.05
9,1,9,0.17744186046511629,0.03
9,1,10,0.15651162790697676,0.01
9,2,1,0.01,0.15651162790697676
9,2,2,0.030930232558139537,0.17744186046511629
9,2,3,0.05186046511627907,0.15651162790697676
9,2,4,0.0727906976744186,0.13558139534883723
9,2,5,0.09372093023255815,0.11465116279069769
9,2,6,0.11465116279069769,0.09372093023255815
9,2,7,0.13558139534883723,0.0727906976744186
9,2,8,0.15651162790697676,0.05186046511627907
9,2,9,0.17744186046511629,0.030930232558139537
9,2,10,0.15651162790697676,0.01
9,3,1,0.01,0.12538461538461537
9,3,2,0.030930232558139537,0.14846153846153848
9,3,3,0.05186046511627907,0.17153846153846153
9,3,4,0.0727906976744186,0.14846153846153845
9,3,5,0.09372093023255815,0.12538461538461537
9,3,6,0.11465116279069769,0.1023076923076923
9,3,7,0.13558139534883723,0.07923076923076923
9,3,8,0.15651162790697676,0.05615384615384615
9,3,9,0.17744186046511629,0.03307692307692307
9,3,10,0.15651162790697676,0.01
9,4,1,0.01,0.09181818181818181
9,4,2,0.030930232558139537,0.1190909090909091
9,4,3,0.05186046511627907,0.14636363636363636
9,4,4,0.0727906976744186,0.17363636363636364
9,4,5,0.09372093023255815,0.14636363636363636
9,4,6,0.11465116279069769,0.11909090909090908
9,4,7,0.13558139534883723,0.09181818181818181
9,4,8,0.15651162790697676,0.06454545454545454
9,4,9,0.17744186046511629,0.03727272727272727
9,4,10,0.15651162790697676,0.01
9,5,1,0.01,0.046
9,5,2,0.030930232558139537,0.08199999999999999
9,5,3,0.05186046511627907,0.11800000000000001
9,5,4,0.0727906976744186,0.154
9,5,5,0.09372093023255815,0.19
9,5,6,0.11465116279069769,0.154
9,5,7,0.13558139534883723,0.11800000000000001
9,5,8,0.15651162790697676,0.08199999999999999
9,5,9,0.17744186046511629,0.046
9,5,10,0.15651162790697676,0.01
9,6,1,0.01,0.01
9,6,2,0.030930232558139537,0.046
9,6,3,0.05186046511627907,0.08199999999999999
9,6,4,0.0727906976744186,0.11800000000000001
9,6,5,0.09372093023255815,0.154
9,6,6,0.11465116279069769,0.19
9,6,7,0.13558139534883723,0.154
9,6,8,0.15651162790697676,0.11800000000000001
9,6,9,0.17744186046511629,0.08199999999999999
9,6,10,0.15651162790697676,0.046
9,7,1,0.01,0.01
9,7,2,0.030930232558139537,0.03727272727272727
9,7,3,0.05186046511627907,0.06454545454545454
9,7,4,0.0727906976744186,0.09181818181818181
9,7,5,0.09372093023255815,0.11909090909090908
9,7,6,0.11465116279069769,0.14636363636363636
9,7,7,0.13558139534883723,0.17363636363636364
9,7,8,0.15651162790697676,0.14636363636363636
9,7,9,0.17744186046511629,0.1190909090909091
9,7,10,0.15651162790697676,0.09181818181818181
9,8,1,0.01,0.01
9,8,2,0.030930232558139537,0.03307692307692307
9,8,3,0.05186046511627907,0.05615384615384615
9,8,4,0.0727906976744186,0.07923076923076923
9,8,5,0.09372093023255815,0.1023076923076923
9,8,6,0.11465116279069769,0.12538461538461537
9,8,7,0.13558139534883723,0.14846153846153845
9,8,8,0.15651162790697676,0.17153846153846153
9,8,9,0.17744186046511629,0.14846153846153848
9,8,10,0.15651162790697676,0.12538461538461537
9,9,1,0.01,0.01
9,9,2,0.030930232558139537,0.030930232558139537
9,9,3,0.05186046511627907,0.05186046511627907
9,9,4,0.0727906976744186,0.0727906976744186
9,9,5,0.09372093023255815,0.09372093023255815
9,9,6,0.11465116279069769,0.11465116279069769
9,9,7,0.13558139534883723,0.13558139534883723
9,9,8,0.15651162790697676,0.15651162790697676
9,9,9,0.17744186046511629,0.17744186046511629
9,9,10,0.15651162790697676,0.15651162790697676
9,10,1,0.01,0.01
9,10,2,0.030930232558139537,0.03
9,10,3,0.05186046511627907,0.05
9,10,4,0.0727906976744186,0.07
9,10,5,0.09372093023255815,0.09
9,10,6,0.11465116279069769,0.11
9,10,7,0.13558139534883723,0.13
9,10,8,0.15651162790697676,0.15
9,10,9,0.17744186046511629,0.17
9,10,10,0.15651162790697676,0.19
10,0,1,0.01,0.1
10,0,2,0.03,0.1
10,0,3,0.05,0.1
10,0,4,0.07,0.1
10,0,5,0.09,0.1
10,0,6,0.11,0.1
10,0,7,0.13,0.1
10,0,8,0.15,0.1
10,0,9,0.17,0.1
10,0,10,0.19,0.1
10,1,1,0.01,0.19
10,1,2,0.03,0.17
10,1,3,0.05,0.15
10,1,4,0.07,0.13
10,1,5,0.09,0.11
10,1,6,0.11,0.09
10,1,7,0.13,0.07
10,1,8,0.15,0.05
10,1,9,0.17,0.03
10,1,10,0.19,0.01
10,2,1,0.01,0.15651162790697676
10,2,2,0.03,0.17744186046511629
10,2,3,0.05,0.15651162790697676
10,2,4,0.07,0.13558139534883723
10,2,5,0.09,0.11465116279069769
10,2,6,0.11,0.09372093023255815
10,2,7,0.13,0.0727906976744186
10,2,8,0.15,0.05186046511627907
10,2,9,0.17,0.030930232558139537
10,2,10,0.19,0.01
10,3,1,0.01,0.12538461538461537
10,3,2,0.03,0.14846153846153848
10,3,3,0.05,0.17153846153846153
10,3,4,0.07,0.14846153846153845
10,3,5,0.09,0.12538461538461537
10,3,6,0.11,0.1023076923076923
10,3,7,0.13,0.07923076923076923
10,3,8,0.15,0.05615384615384615
10,3,9,0.17,0.03307692307692307
10,3,10,0.19,0.01
10,4,1,0.01,0.09181818181818181
10,4,2,0.03,0.1190909090909091
10,4,3,0.05,0.14636363636363636
10,4,4,0.07,0.17363636363636364
10,4,5,0.09,0.14636363636363636
10,4,6,0.11,0.11909090909090908
10,4,7,0.13,0.09181818181818181
10,4,8,0.15,0.06454545454545454
10,4,9,0.17,0.03727272727272727
10,4,10,0.19,0.01
10,5,1,0.01,0.046
10,5,2,0.03,0.08199999999999999
10,5,3,0.05,0.11800000000000001
10,5,4,0.07,0.154
10,5,5,0.09,0.19
10,5,6,0.11,0.154
10,5,7,0.13,0.11800000000000001
10,5,8,0.15,0.08199999999999999
10,5,9,0.17,0.046
10,5,10,0.19,0.01
10,6,1,0.01,0.01
10,6,2,0.03,0.046
10,6,3,0.05,0.08199999999999999
10,6,4,0.07,0.11800000000000001
10,6,5,0.09,0.154
10,6,6,0.11,0.19
10,6,7,0.13,0.154
10,6,8,0.15,0.11800000000000001
10,6,9,0.17,0.08199999999999999
10,6,10,0.19,0.046
10,7,1,0.01,0.01
10,7,2,0.03,0.03727272727272727
10,7,3,0.05,0.06454545454545454
10,7,4,0.07,0.09181818181818181
10,7,5,0.09,0.11909090909090908
10,7,6,0.11,0.14636363636363636
10,7,7,0.13,0.17363636363636364
10,7,8,0.15,0.14636363636363636
10,7,9,0.17,0.1190909090909091
10,7,10,0.19,0.09181818181818181
10,8,1,0.01,0.01
10,8,2,0.03,0.03307692307692307
10,8,3,0.05,0.05615384615384615
10,8,4,0.07,0.07923076923076923
10,8,5,0.09,0.1023076923076923
10,8,6,0.11,0.12538461538461537
10,8,7,0.13,0.14846153846153845
10,8,8,0.15,0.17153846153846153
10,8,9,0.17,0.14846153846153848
10,8,10,0.19,0.12538461538461537
10,9,1,0.01,0.01
10,9,2,0.03,0.030930232558139537
10,9,3,0.05,0.05186046511627907
10,9,4,0.07,0.0727906976744186
10,9,5,0.09,0.09372093023255815
10,9,6,0.11,0.11465116279069769
10,9,7,0.13,0.13558139534883723
10,9,8,0.15,0.15651162790697676
10,9,9,0.17,0.17744186046511629
10,9,10,0.19,0.15651162790697676
10,10,1,0.01,0.01
10,10,2,0.03,0.03
10,10,3,0.05,0.05
10,10,4,0.07,0.07
10,10,5,0.09,0.09
10,10,6,0.11,0.11
10,10,7,0.13,0.13
10,10,8,0.15,0.15
10,10,9,0.17,0.17
10,10,10,0.19,0.19
