id_l,id_t,a,pi_l,pi_t
0,8,9,0.1,0.14846153846153848
0,8,10,0.1,0.12538461538461537
0,9,1,0.1,0.01
0,9,2,0.1,0.030930232558139537
0,9,3,0.1,0.05186046511627907
0,9,4,0.1,0.0727906976744186
0,9,5,0.1,0.09372093023255815
0,9,6,0.1,0.11465116279069769
0,9,7,0.1,0.13558139534883723
0,9,8,0.1,0.15651162790697676
0,9,9,0.1,0.17744186046511629
0,9,10,0.1,0.15651162790697676
0,10,1,0.1,0.01
0,10,2,0.1,0.03
0,10,3,0.1,0.05
0,10,4,0.1,0.07
0,10,5,0.1,0.09
0,10,6,0.1,0.11
0,10,7,0.1,0.13
0,10,8,0.1,0.15
0,10,9,0.1,0.17
0,10,10,0.1,0.19
1,0,1,0.19,0.1
1,0,2,0.17,0.1
1,0,3,0.15,0.1
1,0,4,0.13,0.1
1,0,5,0.11,0.1
1,0,6,0.09,0.1
1,0,7,0.07,0.1
1,0,8,0.05,0.1
1,0,9,0.03,0.1
1,0,10,0.01,0.1
1,1,1,0.19,0.19
1,1,2,0.17,0.17
1,1,3,0.15,0.15
1,1,4,0.13,0.13
1,1,5,0.11,0.11
1,1,6,0.09,0.09
1,1,7,0.07,0.07
1,1,8,0.05,0.05
1,1,9,0.03,0.03
1,1,10,0.01,0.01
1,2,1,0.19,0.15651162790697676
1,2,2,0.17,0.17744186046511629
1,2,3,0.15,0.15651162790697676
1,2,4,0.13,0.13558139534883723
1,2,5,0.11,0.11465116279069769
1,2,6,0.09,0.09372093023255815
1,2,7,0.07,0.0727906976744186
1,2,8,0.05,0.05186046511627907
1,2,9,0.03,0.030930232558139537
1,2,10,0.01,0.01
1,3,1,0.19,0.12538461538461537
1,3,2,0.17,0.14846153846153848
1,3,3,0.15,0.17153846153846153
1,3,4,0.13,0.14846153846153845
1,3,5,0.11,0.12538461538461537
1,3,6,0.09,0.1023076923076923
1,3,7,0.07,0.07923076923076923
1,3,8,0.05,0.05615384615384615
1,3,9,0.03,0.03307692307692307
1,3,10,0.01,0.01
1,4,1,0.19,0.09181818181818181
1,4,2,0.17,0.1190909090909091
1,4,3,0.15,0.14636363636363636
1,4,4,0.13,0.17363636363636364
1,4,5,0.11,0.14636363636363636
1,4,6,0.09,0.11909090909090908
1,4,7,0.07,0.09181818181818181
1,4,8,0.05,0.06454545454545454
1,4,9,0.03,0.03727272727272727
1,4,10,0.01,0.01
1,5,1,0.19,0.046
1,5,2,0.17,0.08199999999999999
1,5,3,0.15,0.11800000000000001
1,5,4,0.13,0.154
1,5,5,0.11,0.19
1,5,6,0.09,0.154
1,5,7,0.07,0.11800000000000001
1,5,8,0.05,0.08199999999999999
1,5,9,0.03,0.046
1,5,10,0.01,0.01
1,6,1,0.19,0.01
1,6,2,0.17,0.046
1,6,3,0.15,0.08199999999999999
1,6,4,0.13,0.11800000000000001
1,6,5,0.11,0.154
1,6,6,0.09,0.19
1,6,7,0.07,0.154
1,6,8,0.05,0.11800000000000001
1,6,9,0.03,0.08199999999999999
1,6,10,0.01,0.046
1,7,1,0.19,0.01
1,7,2,0.17,0.03727272727272727
1,7,3,0.15,0.06454545454545454
1,7,4,0.13,0.09181818181818181
1,7,5,0.11,0.11909090909090908
1,7,6,0.09,0.14636363636363636
1,7,7,0.07,0.17363636363636364
1,7,8,0.05,0.14636363636363636
1,7,9,0.03,0.1190909090909091
1,7,10,0.01,0.09181818181818181
1,8,1,0.19,0.01
1,8,2,0.17,0.03307692307692307
1,8,3,0.15,0.05615384615384615
1,8,4,0.13,0.07923076923076923
1,8,5,0.11,0.1023076923076923
1,8,6,0.09,0.12538461538461537
1,8,7,0.07,0.14846153846153845
1,8,8,0.05,0.17153846153846153
1,8,9,0.03,0.14846153846153848
1,8,10,0.01,0.12538461538461537
1,9,1,0.19,0.01
1,9,2,0.17,0.030930232558139537
1,9,3,0.15,0.05186046511627907
1,9,4,0.13,0.0727906976744186
1,9,5,0.11,0.09372093023255815
1,9,6,0.09,0.11465116279069769
1,9,7,0.07,0.13558139534883723
1,9,8,0.05,0.15651162790697676
1,9,9,0.03,0.17744186046511629
1,9,10,0.01,0.15651162790697676
1,10,1,0.19,0.01
1,10,2,0.17,0.03
1,10,3,0.15,0.05
1,10,4,0.13,0.07
1,10,5,0.11,0.09
1,10,6,0.09,0.11
1,10,7,0.07,0.13
1,10,8,0.05,0.15
1,10,9,0.03,0.17
1,10,10,0.01,0.19
2,0,1,0.15651162790697676,0.1
2,0,2,0.17744186046511629,0.1
2,0,3,0.15651162790697676,0.1
2,0,4,0.13558139534883723,0.1
2,0,5,0.11465116279069769,0.1
2,0,6,0.09372093023255815,0.1
2,0,7,0.0727906976744186,0.1
2,0,8,0.05186046511627907,0.1
2,0,9,0.030930232558139537,0.1
2,0,10,0.01,0.1
2,1,1,0.15651162790697676,0.19
2,1,2,0.17744186046511629,0.17
2,1,3,0.15651162790697676,0.15
2,1,4,0.13558139534883723,0.13
2,1,5,0.11465116279069769,0.11
2,1,6,0.09372093023255815,0.09
2,1,7,0.0727906976744186,0.07
2,1,8,0.05186046511627907,0.05
2,1,9,0.030930232558139537,0.03
2,1,10,0.01,0.01
2,2,1,0.15651162790697676,0.15651162790697676
2,2,2,0.17744186046511629,0.17744186046511629
2,2,3,0.15651162790697676,0.15651162790697676
2,2,4,0.13558139534883723,0.13558139534883723
2,2,5,0.11465116279069769,0.11465116279069769
2,2,6,0.09372093023255815,0.09372093023255815
2,2,7,0.0727906976744186,0.0727906976744186
2,2,8,0.05186046511627907,0.05186046511627907
2,2,9,0.030930232558139537,0.030930232558139537
2,2,10,0.01,0.01
2,3,1,0.15651162790697676,0.12538461538461537
2,3,2,0.17744186046511629,0.14846153846153848
2,3,3,0.15651162790697676,0.17153846153846153
2,3,4,0.13558139534883723,0.14846153846153845
2,3,5,0.11465116279069769,0.12538461538461537
2,3,6,0.09372093023255815,0.1023076923076923
2,3,7,0.0727906976744186,0.07923076923076923
2,3,8,0.05186046511627907,0.05615384615384615
2,3,9,0.030930232558139537,0.03307692307692307
2,3,10,0.01,0.01
2,4,1,0.15651162790697676,0.09181818181818181
2,4,2,0.17744186046511629,0.1190909090909091
2,4,3,0.15651162790697676,0.14636363636363636
2,4,4,0.13558139534883723,0.17363636363636364
2,4,5,0.11465116279069769,0.14636363636363636
2,4,6,0.09372093023255815,0.11909090909090908
2,4,7,0.0727906976744186,0.09181818181818181
2,4,8,0.05186046511627907,0.06454545454545454
2,4,9,0.030930232558139537,0.03727272727272727
2,4,10,0.01,0.01
2,5,1,0.15651162790697676,0.046
2,5,2,0.17744186046511629,0.08199999999999999
2,5,3,0.15651162790697676,0.11800000000000001
2,5,4,0.13558139534883723,0.154
2,5,5,0.11465116279069769,0.19
2,5,6,0.09372093023255815,0.154
2,5,7,0.0727906976744186,0.11800000000000001
2,5,8,0.05186046511627907,0.08199999999999999
2,5,9,0.030930232558139537,0.046
2,5,10,0.01,0.01
2,6,1,0.15651162790697676,0.01
2,6,2,0.17744186046511629,0.046
2,6,3,0.15651162790697676,0.08199999999999999
2,6,4,0.13558139534883723,0.11800000000000001
2,6,5,0.11465116279069769,0.154
2,6,6,0.09372093023255815,0.19
2,6,7,0.0727906976744186,0.154
2,6,8,0.05186046511627907,0.11800000000000001
2,6,9,0.030930232558139537,0.08199999999999999
2,6,10,0.01,0.046
2,7,1,0.15651162790697676,0.01
2,7,2,0.17744186046511629,0.03727272727272727
2,7,3,0.15651162790697676,0.06454545454545454
2,7,4,0.13558139534883723,0.09181818181818181
2,7,5,0.11465116279069769,0.11909090909090908
2,7,6,0.09372093023255815,0.14636363636363636
2,7,7,0.0727906976744186,0.17363636363636364
2,7,8,0.05186046511627907,0.14636363636363636
2,7,9,0.030930232558139537,0.1190909090909091
2,7,10,0.01,0.09181818181818181
2,8,1,0.15651162790697676,0.01
2,8,2,0.17744186046511629,0.03307692307692307
2,8,3,0.15651162790697676,0.05615384615384615
2,8,4,0.13558139534883723,0.07923076923076923
2,8,5,0.11465116279069769,0.1023076923076923
2,8,6,0.09372093023255815,0.12538461538461537
2,8,7,0.0727906976744186,0.14846153846153845
2,8,8,0.05186046511627907,0.17153846153846153
2,8,9,0.030930232558139537,0.14846153846153848
2,8,10,0.01,0.12538461538461537
2,9,1,0.15651162790697676,0.01
2,9,2,0.17744186046511629,0.030930232558139537
2,9,3,0.15651162790697676,0.05186046511627907
2,9,4,0.13558139534883723,0.0727906976744186
2,9,5,0.11465116279069769,0.09372093023255815
2,9,6,0.09372093023255815,0.11465116279069769
2,9,7,0.0727906976744186,0.13558139534883723
2,9,8,0.05186046511627907,0.15651162790697676
2,9,9,0.030930232558139537,0.17744186046511629
2,9,10,0.01,0.15651162790697676
2,10,1,0.15651162790697676,0.01
2,10,2,0.17744186046511629,0.03
2,10,3,0.15651162790697676,0.05
2,10,4,0.13558139534883723,0.07
2,10,5,0.11465116279069769,0.09
2,10,6,0.09372093023255815,0.11
2,10,7,0.0727906976744186,0.13
2,10,8,0.05186046511627907,0.15
2,10,9,0.030930232558139537,0.17
2,10,10,0.01,0.19
3,0,1,0.12538461538461537,0.1
3,0,2,0.14846153846153848,0.1
3,0,3,0.17153846153846153,0.1
3,0,4,0.14846153846153845,0.1
3,0,5,0.12538461538461537,0.1
3,0,6,0.1023076923076923,0.1
3,0,7,0.07923076923076923,0.1
3,0,8,0.05615384615384615,0.1
3,0,9,0.03307692307692307,0.1
3,0,10,0.01,0.1
3,1,1,0.12538461538461537,0.19
3,1,2,0.14846153846153848,0.17
3,1,3,0.17153846153846153,0.15
3,1,4,0.14846153846153845,0.13
3,1,5,0.12538461538461537,0.11
3,1,6,0.1023076923076923,0.09
3,1,7,0.07923076923076923,0.07
3,1,8,0.05615384615384615,0.05
3,1,9,0.03307692307692307,0.03
3,1,10,0.01,0.01
3,2,1,0.12538461538461537,0.15651162790697676
3,2,2,0.14846153846153848,0.17744186046511629
3,2,3,0.17153846153846153,0.15651162790697676
3,2,4,0.14846153846153845,0.13558139534883723
3,2,5,0.12538461538461537,0.11465116279069769
3,2,6,0.1023076923076923,0.09372093023255815
3,2,7,0.07923076923076923,0.0727906976744186
3,2,8,0.05615384615384615,0.05186046511627907
3,2,9,0.03307692307692307,0.030930232558139537
3,2,10,0.01,0.01
3,3,1,0.12538461538461537,0.12538461538461537
3,3,2,0.14846153846153848,0.14846153846153848
3,3,3,0.17153846153846153,0.17153846153846153
3,3,4,0.14846153846153845,0.14846153846153845
3,3,5,0.12538461538461537,0.12538461538461537
3,3,6,0.1023076923076923,0.1023076923076923
3,3,7,0.07923076923076923,0.07923076923076923
3,3,8,0.05615384615384615,0.05615384615384615
3,3,9,0.03307692307692307,0.03307692307692307
3,3,10,0.01,0.01
3,4,1,0.12538461538461537,0.09181818181818181
3,4,2,0.14846153846153848,0.1190909090909091
3,4,3,0.17153846153846153,0.14636363636363636
3,4,4,0.14846153846153845,0.17363636363636364
3,4,5,0.12538461538461537,0.14636363636363636
3,4,6,0.1023076923076923,0.11909090909090908
3,4,7,0.07923076923076923,0.09181818181818181
3,4,8,0.05615384615384615,0.06454545454545454
3,4,9,0.03307692307692307,0.03727272727272727
3,4,10,0.01,0.01
3,5,1,0.12538461538461537,0.046
3,5,2,0.14846153846153848,0.08199999999999999
3,5,3,0.17153846153846153,0.11800000000000001
3,5,4,0.14846153846153845,0.154
3,5,5,0.12538461538461537,0.19
3,5,6,0.1023076923076923,0.154
3,5,7,0.07923076923076923,0.11800000000000001
3,5,8,0.05615384615384615,0.08199999999999999
3,5,9,0.03307692307692307,0.046
3,5,10,0.01,0.01
3,6,1,0.12538461538461537,0.01
3,6,2,0.14846153846153848,0.046
3,6,3,0.17153846153846153,0.08199999999999999
3,6,4,0.14846153846153845,0.11800000000000001
3,6,5,0.12538461538461537,0.154
3,6,6,0.1023076923076923,0.19
3,6,7,0.07923076923076923,0.154
3,6,8,0.05615384615384615,0.11800000000000001
3,6,9,0.03307692307692307,0.08199999999999999
3,6,10,0.01,0.046
3,7,1,0.12538461538461537,0.01
3,7,2,0.14846153846153848,0.03727272727272727
3,7,3,0.17153846153846153,0.06454545454545454
3,7,4,0.14846153846153845,0.09181818181818181
3,7,5,0.12538461538461537,0.11909090909090908
3,7,6,0.1023076923076923,0.14636363636363636
3,7,7,0.07923076923076923,0.17363636363636364
3,7,8,0.05615384615384615,0.14636363636363636
3,7,9,0.03307692307692307,0.1190909090909091
3,7,10,0.01,0.09181818181818181
3,8,1,0.12538461538461537,0.01
3,8,2,0.14846153846153848,0.03307692307692307
3,8,3,0.17153846153846153,0.05615384615384615
3,8,4,0.14846153846153845,0.07923076923076923
3,8,5,0.12538461538461537,0.1023076923076923
3,8,6,0.1023076923076923,0.12538461538461537
3,8,7,0.07923076923076923,0.14846153846153845
3,8,8,0.05615384615384615,0.17153846153846153
3,8,9,0.03307692307692307,0.14846153846153848
3,8,10,0.01,0.12538461538461537
3,9,1,0.12538461538461537,0.01
3,9,2,0.14846153846153848,0.030930232558139537
3,9,3,0.17153846153846153,0.05186046511627907
3,9,4,0.14846153846153845,0.0727906976744186
3,9,5,0.12538461538461537,0.09372093023255815
3,9,6,0.1023076923076923,0.11465116279069769
3,9,7,0.07923076923076923,0.13558139534883723
3,9,8,0.05615384615384615,0.15651162790697676
3,9,9,0.03307692307692307,0.17744186046511629
3,9,10,0.01,0.15651162790697676
3,10,1,0.12538461538461537,0.01
3,10,2,0.14846153846153848,0.03
3,10,3,0.17153846153846153,0.05
3,10,4,0.14846153846153845,0.07
3,10,5,0.12538461538461537,0.09
3,10,6,0.1023076923076923,0.11
3,10,7,0.07923076923076923,0.13
3,10,8,0.05615384615384615,0.15
3,10,9,0.03307692307692307,0.17
3,10,10,0.01,0.19
4,0,1,0.09181818181818181,0.1
4,0,2,0.1190909090909091,0.1
4,0,3,0.14636363636363636,0.1
4,0,4,0.17363636363636364,0.1
4,0,5,0.14636363636363636,0.1
4,0,6,0.11909090909090908,0.1
4,0,7,0.09181818181818181,0.1
4,0,8,0.06454545454545454,0.1
4,0,9,0.03727272727272727,0.1
4,0,10,0.01,0.1
4,1,1,0.09181818181818181,0.19
4,1,2,0.1190909090909091,0.17
4,1,3,0.14636363636363636,0.15
4,1,4,0.17363636363636364,0.13
4,1,5,0.14636363636363636,0.11
4,1,6,0.11909090909090908,0.09
4,1,7,0.09181818181818181,0.07
4,1,8,0.06454545454545454,0.05
4,1,9,0.03727272727272727,0.03
4,1,10,0.01,0.01
4,2,1,0.09181818181818181,0.15651162790697676
4,2,2,0.1190909090909091,0.17744186046511629
4,2,3,0.14636363636363636,0.15651162790697676
4,2,4,0.17363636363636364,0.13558139534883723
4,2,5,0.14636363636363636,0.11465116279069769
4,2,6,0.11909090909090908,0.09372093023255815
4,2,7,0.09181818181818181,0.0727906976744186
4,2,8,0.06454545454545454,0.05186046511627907
4,2,9,0.03727272727272727,0.030930232558139537
4,2,10,0.01,0.01
4,3,1,0.09181818181818181,0.12538461538461537
4,3,2,0.1190909090909091,0.14846153846153848
4,3,3,0.14636363636363636,0.17153846153846153
4,3,4,0.17363636363636364,0.14846153846153845
4,3,5,0.14636363636363636,0.12538461538461537
4,3,6,0.11909090909090908,0.1023076923076923
4,3,7,0.09181818181818181,0.07923076923076923
4,3,8,0.06454545454545454,0.05615384615384615
4,3,9,0.03727272727272727,0.03307692307692307
4,3,10,0.01,0.01
4,4,1,0.09181818181818181,0.09181818181818181
4,4,2,0.1190909090909091,0.1190909090909091
4,4,3,0.14636363636363636,0.14636363636363636
4,4,4,0.17363636363636364,0.17363636363636364
4,4,5,0.14636363636363636,0.14636363636363636
4,4,6,0.11909090909090908,0.11909090909090908
4,4,7,0.09181818181818181,0.09181818181818181
4,4,8,0.06454545454545454,0.06454545454545454
4,4,9,0.03727272727272727,0.03727272727272727
4,4,10,0.01,0.01
4,5,1,0.09181818181818181,0.046
4,5,2,0.1190909090909091,0.08199999999999999
4,5,3,0.14636363636363636,0.11800000000000001
4,5,4,0.17363636363636364,0.154
4,5,5,0.14636363636363636,0.19
4,5,6,0.11909090909090908,0.154
4,5,7,0.09181818181818181,0.11800000000000001
4,5,8,0.06454545454545454,0.08199999999999999
4,5,9,0.03727272727272727,0.046
4,5,10,0.01,0.01
4,6,1,0.09181818181818181,0.01
4,6,2,0.1190909090909091,0.046
4,6,3,0.14636363636363636,0.08199999999999999
4,6,4,0.17363636363636364,0.11800000000000001
4,6,5,0.14636363636363636,0.154
4,6,6,0.11909090909090908,0.19
4,6,7,0.09181818181818181,0.154
4,6,8,0.06454545454545454,0.11800000000000001
4,6,9,0.03727272727272727,0.08199999999999999
4,6,10,0.01,0.046
4,7,1,0.09181818181818181,0.01
4,7,2,0.1190909090909091,0.03727272727272727
4,7,3,0.14636363636363636,0.06454545454545454
4,7,4,0.17363636363636364,0.09181818181818181
4,7,5,0.14636363636363636,0.11909090909090908
4,7,6,0.11909090909090908,0.14636363636363636
4,7,7,0.09181818181818181,0.17363636363636364
4,7,8,0.06454545454545454,0.14636363636363636
4,7,9,0.03727272727272727,0.1190909090909091
4,7,10,0.01,0.09181818181818181
4,8,1,0.09181818181818181,0.01
4,8,2,0.1190909090909091,0.03307692307692307
4,8,3,0.14636363636363636,0.05615384615384615
4,8,4,0.17363636363636364,0.07923076923076923
4,8,5,0.14636363636363636,0.1023076923076923
4,8,6,0.11909090909090908,0.12538461538461537
4,8,7,0.09181818181818181,0.14846153846153845
4,8,8,0.06454545454545454,0.17153846153846153
4,8,9,0.03727272727272727,0.14846153846153848
4,8,10,0.01,0.12538461538461537
4,9,1,0.09181818181818181,0.01
4,9,2,0.1190909090909091,0.030930232558139537
4,9,3,0.14636363636363636,0.05186046511627907
4,9,4,0.17363636363636364,0.0727906976744186
4,9,5,0.14636363636363636,0.09372093023255815
4,9,6,0.11909090909090908,0.11465116279069769
4,9,7,0.09181818181818181,0.13558139534883723
4,9,8,0.06454545454545454,0.15651162790697676
4,9,9,0.03727272727272727,0.17744186046511629
4,9,10,0.01,0.15651162790697676
4,10,1,0.09181818181818181,0.01
4,10,2,0.1190909090909091,0.03
4,10,3,0.14636363636363636,0.05
4,10,4,0.17363636363636364,0.07
4,10,5,0.14636363636363636,0.09
4,10,6,0.11909090909090908,0.11
4,10,7,0.09181818181818181,0.13
4,10,8,0.06454545454545454,0.15
4,10,9,0.03727272727272727,0.17
4,10,10,0.01,0.19
5,0,1,0.046,0.1
5,0,2,0.08199999999999999,0.1
5,0,3,0.11800000000000001,0.1
5,0,4,0.154,0.1
5,0,5,0.19,0.1
5,0,6,0.154,0.1
5,0,7,0.11800000000000001,0.1
5,0,8,0.08199999999999999,0.1
5,0,9,0.046,0.1
5,0,10,0.01,0.1
5,1,1,0.046,0.19
5,1,2,0.08199999999999999,0.17
5,1,3,0.11800000000000001,0.15
5,1,4,0.154,0.13
5,1,5,0.19,0.11
5,1,6,0.154,0.09
5,1,7,0.11800000000000001,0.07
5,1,8,0.08199999999999999,0.05
5,1,9,0.046,0.03
5,1,10,0.01,0.01
5,2,1,0.046,0.15651162790697676
5,2,2,0.08199999999999999,0.17744186046511629
5,2,3,0.11800000000000001,0.15651162790697676
5,2,4,0.154,0.13558139534883723
5,2,5,0.19,0.11465116279069769
5,2,6,0.154,0.09372093023255815
5,2,7,0.11800000000000001,0.0727906976744186
5,2,8,0.08199999999999999,0.05186046511627907
5,2,9,0.046,0.030930232558139537
5,2,10,0.01,0.01
5,3,1,0.046,0.12538461538461537
5,3,2,0.08199999999999999,0.14846153846153848
5,3,3,0.11800000000000001,0.17153846153846153
5,3,4,0.154,0.14846153846153845
5,3,5,0.19,0.12538461538461537
5,3,6,0.154,0.1023076923076923
5,3,7,0.11800000000000001,0.07923076923076923
5,3,8,0.08199999999999999,0.05615384615384615
5,3,9,0.046,0.03307692307692307
5,3,10,0.01,0.01
5,4,1,0.046,0.09181818181818181
5,4,2,0.08199999999999999,0.1190909090909091
5,4,3,0.11800000000000001,0.14636363636363636
5,4,4,0.154,0.17363636363636364
5,4,5,0.19,0.14636363636363636
5,4,6,0.154,0.11909090909090908
5,4,7,0.11800000000000001,0.09181818181818181
5,4,8,0.08199999999999999,0.06454545454545454
5,4,9,0.046,0.03727272727272727
5,4,10,0.01,0.01
5,5,1,0.046,0.046
5,5,2,0.08199999999999999,0.08199999999999999
5,5,3,0.11800000000000001,0.11800000000000001
5,5,4,0.154,0.154
5,5,5,0.19,0.19
5,5,6,0.154,0.154
5,5,7,0.11800000000000001,0.11800000000000001
5,5,8,0.08199999999999999,0.08199999999999999
5,5,9,0.046,0.046
5,5,10,0.01,0.01
5,6,1,0.046,0.01
5,6,2,0.08199999999999999,0.046
5,6,3,0.11800000000000001,0.08199999999999999
5,6,4,0.154,0.11800000000000001
5,6,5,0.19,0.154
5,6,6,0.154,0.19
5,6,7,0.11800000000000001,0.154
5,6,8,0.08199999999999999,0.11800000000000001
5,6,9,0.046,0.08199999999999999
5,6,10,0.01,0.046
5,7,1,0.046,0.01
5,7,2,0.08199999999999999,0.03727272727272727
5,7,3,0.11800000000000001,0.06454545454545454
5,7,4,0.154,0.09181818181818181
5,7,5,0.19,0.11909090909090908
5,7,6,0.154,0.14636363636363636
5,7,7,0.11800000000000001,0.17363636363636364
5,7,8,0.08199999999999999,0.14636363636363636
5,7,9,0.046,0.1190909090909091
5,7,10,0.01,0.09181818181818181
5,8,1,0.046,0.01
5,8,2,0.08199999999999999,0.03307692307692307
5,8,3,0.11800000000000001,0.05615384615384615
5,8,4,0.154,0.07923076923076923
5,8,5,0.19,0.1023076923076923
5,8,6,0.154,0.12538461538461537
5,8,7,0.11800000000000001,0.14846153846153845
5,8,8,0.08199999999999999,0.17153846153846153
5,8,9,0.046,0.14846153846153848
5,8,10,0.01,0.12538461538461537
5,9,1,0.046,0.01
5,9,2,0.08199999999999999,0.030930232558139537
5,9,3,0.11800000000000001,0.05186046511627907
5,9,4,0.154,0.0727906976744186
5,9,5,0.19,0.09372093023255815
5,9,6,0.154,0.11465116279069769
5,9,7,0.11800000000000001,0.13558139534883723
5,9,8,0.08199999999999999,0.15651162790697676
5,9,9,0.046,0.17744186046511629
5,9,10,0.01,0.15651162790697676
5,10,1,0.046,0.01
5,10,2,0.08199999999999999,0.03
5,10,3,0.11800000000000001,0.05
5,10,4,0.154,0.07
5,10,5,0.19,0.09
5,10,6,0.154,0.11
5,10,7,0.11800000000000001,0.13
5,10,8,0.08199999999999999,0.15
5,10,9,0.046,0.17
5,10,10,0.01,0.19
6,0,1,0.01,0.1
6,0,2,0.046,0.1
6,0,3,0.08199999999999999,0.1
6,0,4,0.11800000000000001,0.1
6,0,5,0.154,0.1
6,0,6,0.19,0.1
6,0,7,0.154,0.1
6,0,8,0.11800000000000001,0.1
6,0,9,0.08199999999999999,0.1
6,0,10,0.046,0.1
6,1,1,0.01,0.19
6,1,2,0.046,0.17
6,1,3,0.08199999999999999,0.15
6,1,4,0.11800000000000001,0.13
6,1,5,0.154,0.11
6,1,6,0.19,0.09
6,1,7,0.154,0.07
6,1,8,0.11800000000000001,0.05
6,1,9,0.08199999999999999,0.03
6,1,10,0.046,0.01
6,2,1,0.01,0.15651162790697676
6,2,2,0.046,0.17744186046511629
6,2,3,0.08199999999999999,0.15651162790697676
6,2,4,0.11800000000000001,0.13558139534883723
6,2,5,0.154,0.11465116279069769
6,2,6,0.19,0.09372093023255815
6,2,7,0.154,0.0727906976744186
6,2,8,0.11800000000000001,0.05186046511627907
6,2,9,0.08199999999999999,0.030930232558139537
6,2,10,0.046,0.01
6,3,1,0.01,0.12538461538461537
6,3,2,0.046,0.14846153846153848
6,3,3,0.08199999999999999,0.17153846153846153
6,3,4,0.11800000000000001,0.14846153846153845
6,3,5,0.154,0.12538461538461537
6,3,6,0.19,0.1023076923076923
6,3,7,0.154,0.07923076923076923
6,3,8,0.11800000000000001,0.05615384615384615
6,3,9,0.08199999999999999,0.03307692307692307
6,3,10,0.046,0.01
6,4,1,0.01,0.09181818181818181
6,4,2,0.046,0.1190909090909091
6,4,3,0.08199999999999999,0.14636363636363636
6,4,4,0.11800000000000001,0.17363636363636364
6,4,5,0.154,0.14636363636363636
6,4,6,0.19,0.11909090909090908
6,4,7,0.154,0.09181818181818181
6,4,8,0.11800000000000001,0.06454545454545454
6,4,9,0.08199999999999999,0.03727272727272727
6,4,10,0.046,0.01
6,5,1,0.01,0.046
6,5,2,0.046,0.08199999999999999
6,5,3,0.08199999999999999,0.11800000000000001
6,5,4,0.11800000000000001,0.154
6,5,5,0.154,0.19
6,5,6,0.19,0.154
6,5,7,0.154,0.11800000000000001
6,5,8,0.11800000000000001,0.08199999999999999
6,5,9,0.08199999999999999,0.046
6,5,10,0.046,0.01
6,6,1,0.01,0.01
6,6,2,0.046,0.046
